solver_type,solution_found,time_elapsed,max_memory_mb,avg_memory_mb,states_processed,moves,seed
gready-single-core,1,4.975632352,158.7890625,131.6640625,7473,141,dce3353108a88537
gready-single-core,1,0.368561438,114.0078125,114.0078125,363,116,8421440b9a70e6e6
gready-single-core,1,0.594327613,114.01171875,114.01171875,530,93,fd97163bc30e6ec7
gready-single-core,1,0.110224319,114.33203125,114.33203125,97,86,293fee943654492d
gready-single-core,0,238.980331754,1457.4375,833.5587923728814,300000,0,985f2c92556856f7
gready-single-core,1,0.153909485,139.390625,139.390625,101,78,f426e8aba9414c9d
gready-single-core,1,0.119069042,139.48046875,139.48046875,165,88,3e78e8bc7bff19f9
gready-single-core,1,0.110731802,139.31640625,139.31640625,132,101,3a0f5e2a52adb922
gready-single-core,1,0.956505424,148.53515625,144.34765625,1566,85,85f48d715281a13b
gready-single-core,1,0.152586143,139.6953125,139.6953125,103,79,809cd209960f49fa
gready-single-core,1,5.841165566,186.6484375,155.54129464285714,9807,91,0ee082ec1c702b08
gready-single-core,0,322.131229936,2726.9296875,1492.9131780660377,300000,0,77e34c8e9d00a5a3
gready-single-core,1,0.863528818,205.1796875,200.1796875,989,106,f9fb9a1ec414e684
gready-single-core,1,84.408140611,1242.2734375,470.08203125,152762,121,4603359d1ac7c051
gready-single-core,0,212.407718684,1494.5703125,875.1435267857142,300000,0,cb3bb3f8054e3b49
gready-single-core,0,245.978867621,1387.02734375,783.4609857253087,300000,0,58e5454ba3e06d98
gready-single-core,0,185.405937384,1250.02734375,691.7134850543479,300000,0,3af150814cc5c0e7
gready-single-core,0,249.045146458,1898.140625,1102.3728404471544,300000,0,509886e996d02200
gready-single-core,1,0.147555249,229.10546875,229.10546875,159,92,c5fb29038ddfbdf4
gready-single-core,0,178.726972388,1217.46484375,714.7720471398305,300000,0,75e684b55cd0db17
gready-single-core,1,0.241378235,195.17578125,195.17578125,325,90,3c3253648a0049f8
gready-single-core,0,219.200798107,1127.00390625,693.7366251440092,300000,0,6a5685d71113a0c7
gready-single-core,1,0.135594986,139.390625,139.390625,129,83,851f7a38e2ba937d
gready-single-core,1,0.203780832,139.29296875,139.29296875,283,105,356240d9c27f15b7
gready-single-core,1,0.108086014,140.734375,140.734375,217,75,47c773d1a03811c3
gready-single-core,1,0.155486524,141.11328125,141.11328125,138,85,799468de6ad78d3c
gready-single-core,1,0.138999522,141.390625,141.390625,139,93,c67079b456e555e5
gready-single-core,1,0.076515275,140.875,140.875,90,78,a5e0e68b32722ef4
gready-single-core,0,157.353503106,1082.32421875,611.94921875,300000,0,065edf3b3db0cd70
gready-single-core,1,0.144537314,122.1796875,122.1796875,90,78,da9f6c6de9207ec5
gready-single-core,1,39.39671945,747.90625,321.0324388586956,44366,99,0d4e9c6382d371d8
gready-single-core,1,0.290555943,154.359375,154.359375,449,107,49c6f94c4341ad9b
gready-single-core,1,1.806918518,178.25,165.58333333333334,3246,119,66961a0258de36a6
gready-single-core,1,118.499547338,2023.9453125,661.5343232996323,208461,108,313fba8db1c0588a
gready-single-core,1,0.332592145,218.69140625,218.69140625,188,102,b3208cf36914f946
gready-single-core,1,88.879810252,1805.203125,597.9834905660377,96665,151,145ead1a81a3dd38
gready-single-core,1,0.664610612,123.04296875,123.04296875,980,102,f7da8f7de8a4a1af
gready-single-core,1,0.158638925,122.875,122.875,197,109,df4b7482ed35659b
gready-single-core,1,0.068115226,123.2421875,123.2421875,96,82,f6afd3fead5d286c
gready-single-core,1,0.096269566,123.8046875,123.8046875,189,83,c857fcde7dd9bd4f
gready-single-core,1,0.139871785,124.00390625,124.00390625,158,93,5bf5f778ca66158e
gready-single-core,1,0.106281351,126.30859375,126.30859375,121,81,7c12e6d5e66c15a1
gready-single-core,1,0.100273656,124.1796875,124.1796875,95,82,16f65dbd0b75482a
gready-single-core,1,156.625866245,2421.20703125,903.3746199324324,156521,116,aa687016a54744ce
gready-single-core,1,0.415956757,229.5078125,229.5078125,499,109,e7a91f4ac22366d2
gready-single-core,1,25.003493971,533.5703125,236.17408854166666,51124,111,7bf5b01ea5ad34ba
gready-single-core,1,0.221012643,123.04296875,123.04296875,283,101,71f4b5afaf25ae53
gready-single-core,1,0.522648605,123.23046875,123.23046875,611,90,f3c833c14a320bc2
gready-single-core,1,0.371830023,123.6953125,123.6953125,774,93,5d6430f4671f64b0
gready-single-core,1,2.444218978,131.14453125,126.85286458333333,3358,96,e419f1f5c764c860
gready-single-core,0,152.90166862,964.921875,606.2223716887418,300000,0,ba4a0023887097ab
gready-single-core,1,0.285365264,162.40234375,162.40234375,286,111,b4baecfbbee8d46d
gready-single-core,0,223.236309159,1824.38671875,1005.5128551136364,300000,0,e754065f2d93cd5f
gready-single-core,1,0.507687373,195.0546875,195.0546875,580,107,91f524ff59817f43
gready-single-core,1,0.657582983,195.69921875,195.69921875,885,124,ffb87a263dbc7657
gready-single-core,1,0.203365086,195.48046875,195.48046875,326,92,889aa2764f2e5e9f
gready-single-core,0,313.393816397,2454.24609375,1288.2860131048387,300000,0,a32952c8149620b1
gready-single-core,1,0.514866557,113.87109375,113.87109375,500,117,e548ba695454aaaf
gready-single-core,1,0.096661472,114.1953125,114.1953125,87,76,ceb551972fce1ed2
gready-single-core,1,1.023850017,121.55078125,118.11328125,1245,115,6321b5a05ceae81d
gready-single-core,1,5.06727775,207.0546875,142.82700892857142,6063,121,a82afb34f065dc6c
gready-single-core,1,4.437862035,180.23046875,133.48046875,8912,118,0891690d3ff5ffff
gready-single-core,1,0.171071288,114.234375,114.234375,134,95,d520bdcfab0598b2
gready-single-core,0,370.272518089,3251.16796875,1638.697617827869,300000,0,b9240d7fbe7afd06
gready-single-core,0,253.330222443,1966.4140625,1088.4075625,300000,0,9a476ea58e5605bd
gready-single-core,1,67.851530245,1181.9453125,444.3013671875,97698,112,963791511be8ca33
gready-single-core,1,0.166254286,114.328125,114.328125,103,77,d0eb80507ab08fed
gready-single-core,1,18.257267754,387.83203125,203.41566051136363,19251,93,d90dc3949bab1e73
gready-single-core,1,0.251804379,83.12890625,83.12890625,157,88,ce83b71e5afe90b7
gready-single-core,0,206.089420326,1204.3203125,746.2823223039215,300000,0,3655ba1aac0f2a27
gready-single-core,1,3.77030991,190.27734375,174.20234375,6235,110,b730eca768fe47c5
gready-single-core,1,0.337237036,163.72265625,163.72265625,352,112,a71c16a58d8549bd
gready-single-core,0,303.78494484,2408.29296875,1308.4150520833334,300000,0,3b67e7c9cc40ffc6
gready-single-core,1,0.363685646,122.421875,122.421875,336,107,68413d1551bd9737
gready-single-core,1,0.146469629,123.94921875,123.94921875,155,77,c1091ffb24f13208
gready-single-core,0,343.897864481,2736.296875,1436.4568014705883,300000,0,b04dfa1b4e2eca99
gready-single-core,0,221.024496177,1367.20703125,755.6362549942922,300000,0,05783d65d7be3af4
gready-single-core,0,303.665763119,2478.8515625,1332.5153125,300000,0,7d7fde4f41d9186f
gready-single-core,0,198.671948651,1343.78125,795.165133248731,300000,0,1399bf38ccc5c764
gready-single-core,1,6.642680599,277.52734375,240.48046875,8332,115,6481abdc9fec71be
gready-single-core,1,0.179558564,221.0390625,221.0390625,107,80,965616fbd2a8082c
gready-single-core,1,1.27453482,225.85546875,222.85546875,1576,134,c629b9fff1483318
gready-single-core,1,29.838224879,615.9296875,247.64214409722223,42829,166,43d9d053a78a6ebd
gready-single-core,1,0.048083505,172.58203125,172.58203125,73,72,fca43ba33f321baa
gready-single-core,1,0.886859905,185.046875,178.359375,1023,118,72f7422e13477fb3
gready-single-core,1,0.138582934,171.84375,171.84375,177,88,a948ce518b551eba
gready-single-core,1,46.477060278,798.421875,401.9732349537037,72542,138,c3953fc4b435cad9
gready-single-core,0,166.743189969,1228.29296875,706.6194839015152,300000,0,e1daff98e0657a28
gready-single-core,0,197.275893021,1394.22265625,771.6271434294872,300000,0,5a9ad03ce99a555f
gready-single-core,1,0.422759396,122.296875,122.296875,575,98,e337e16cbec3d0b3
gready-single-core,1,0.549687648,194.6640625,194.6640625,491,89,e8ac5edd2e238700
gready-single-core,1,1.015851269,131.75390625,127.44140625,952,103,7353373741b74e98
gready-single-core,1,0.085780187,123.8515625,123.8515625,92,75,566a57e7fe90cf02
gready-single-core,1,1.821842355,152.421875,133.96354166666666,2892,97,a647d55dafe4e7c4
gready-single-core,1,0.414713649,123.09375,123.09375,607,98,24e7239238e77960
gready-single-core,1,4.323588571,234.546875,210.44270833333334,5788,112,a0172bc1035f0a24
gready-single-core,1,0.123919241,123.58984375,123.58984375,118,88,351d0031f1d26f44
gready-single-core,1,0.36156168,197.46484375,197.46484375,428,94,b2233a426c88c911
gready-single-core,1,0.884111714,141.91796875,132.29296875,943,110,34203434a111bc90
gready-single-core,0,285.905653601,2397.03515625,1328.2891315150177,300000,0,aa6879ab3b3c0bf0
gready-single-core,1,1.405326761,168.78125,166.21875,1484,143,8d3a7dfdb79d103c
gready-single-core,1,0.815017817,163.9609375,163.9609375,1038,87,ccff8f8fe221b5cc
gready-single-core,0,145.861025517,1407.08984375,771.9743265086207,300000,0,85151cd6bf8ec19f
gready-single-core,1,2.446858575,183.12109375,132.4345703125,3472,104,fd4e44a35c93c465
gready-single-core,1,47.275905994,774.640625,366.0259693287037,87075,123,47031ba3d8952c13
gready-single-core,0,275.834888862,1904.23046875,1130.0235090430403,300000,0,0dc1a9c06d907bd7
gready-single-core,1,0.223147751,229.23046875,229.23046875,367,88,fe8081f56b5768ec
gready-single-core,0,236.570433282,1322.64453125,804.0434674202128,300000,0,02a3bb450e73905a
gready-single-core,0,425.538288198,3917.42578125,2156.8361137915676,300000,0,deefdde0ff7d5888
gready-single-core,0,148.52062988,1259.72265625,732.567044005102,300000,0,abe075f2c55407cb
gready-single-core,1,48.512828409,1036.1015625,418.16459216101697,84179,107,fae43afb3683a752
gready-single-core,1,6.098555058,253.44921875,197.9873046875,8249,126,99fd0ce127168f69
gready-single-core,1,0.540690634,180.9765625,180.9765625,749,113,1bfe1bbb18bce474
gready-single-core,1,3.557489294,233.2265625,198.7265625,4324,107,a72683e788ba021e
gready-single-core,0,214.103652166,1633.40234375,880.9282871462265,300000,0,958c47321ef0259c
gready-single-core,1,0.273404847,170.62109375,170.62109375,248,106,d63916917e8cd27f
gready-single-core,0,292.04843081,2014.72265625,1098.6131734913793,300000,0,c4fb77f1b89c9acc
gready-single-core,0,205.808169415,1535.33203125,885.9674479166666,300000,0,03d87ac5fa714607
gready-single-core,1,0.127610457,228.10546875,228.10546875,141,91,b2ae14e4938c9b61
gready-single-core,0,213.165406468,1111.171875,647.0048133886256,300000,0,c771712872f19c4d
gready-single-core,1,0.144867036,170.16796875,170.16796875,206,96,9f5a9aedf6fca85e
gready-single-core,1,12.893481,477.921875,306.97998046875,11350,119,77919f849e51bd6f
gready-single-core,0,251.592369733,1460.42578125,872.1270864708836,300000,0,0f65dec21485b0b6
gready-single-core,1,0.109044853,245.87109375,245.87109375,194,86,7d5c32fc483e70f5
gready-single-core,1,33.809273811,984.18359375,400.93159520348837,49066,120,aaa602e8caffb0b4
gready-single-core,1,13.376896942,423.6640625,262.5220588235294,11393,143,8a1320d95cd02652
gready-single-core,1,0.161764547,188.28125,188.28125,103,92,f41ced4dc6b87f13
gready-single-core,1,0.309031425,187.640625,187.640625,459,101,c336eafe1485be04
gready-single-core,1,29.244631959,490.78515625,230.16969209558823,67087,105,376a40f080477235
gready-single-core,1,3.770630374,247.671875,210.621875,7152,98,c1607189ce304902
gready-single-core,1,0.270301642,162.1953125,162.1953125,303,106,cdf68b0ae0fd7d1c
gready-single-core,1,0.302665118,188.7265625,188.7265625,461,100,b8899f3c0a958320
gready-single-core,1,0.446056613,162.7109375,162.7109375,528,99,18f023980e425869
gready-single-core,1,0.513016738,187.59765625,187.59765625,976,122,192db5549688e620
gready-single-core,1,0.085542768,162.1796875,162.1796875,85,82,6960c1943665a2c3
gready-single-core,1,0.112104818,188.55859375,188.55859375,96,80,7c0a0bc128adc592
gready-single-core,1,174.247676201,2305.55859375,730.3408879950495,199286,135,ae6d63e39d91e19a
gready-single-core,1,0.107075819,187.640625,187.640625,109,86,4bbeecf7e9d85bef
gready-single-core,1,6.758271942,237.9296875,206.4140625,10915,104,1154f1f6ca132b18
gready-single-core,1,1.947851064,205.43359375,197.01692708333334,3609,103,e42749dc4e9d1e36
gready-single-core,1,9.275932477,307.23046875,220.1279296875,7534,98,0c04e7e0c5639823
gready-single-core,1,5.710215732,240.109375,208.59151785714286,9202,91,010a7825b096bdb2
gready-single-core,1,43.354707168,679.0390625,324.222975127551,59150,81,d6403150c9e7b675
gready-single-core,1,26.015155993,548.16015625,281.39012096774195,34760,111,97f6ef519c8fc27c
gready-single-core,1,0.091592058,223.87890625,223.87890625,94,77,9fb959f854056505
gready-single-core,1,0.161025116,223.19140625,223.19140625,172,90,02a4b8d4492c2836
gready-single-core,0,224.243022094,1884.84765625,1080.6406426753394,300000,0,5ee5b93be68c05e7
gready-single-core,0,183.70105101,1165.296875,701.5634495856353,300000,0,706d9f4a3eef920e
gready-single-core,1,0.082668214,180.13671875,180.13671875,94,78,c5da5eb811f3f5cc
gready-single-core,1,0.161000591,180.63671875,180.63671875,177,104,09c7ba2016cebed8
gready-single-core,1,0.26867462,122.79296875,122.79296875,177,126,12a282159b448102
gready-single-core,1,0.159625001,180.10546875,180.10546875,377,101,d3d34bd2c117871d
gready-single-core,1,0.097815745,123.2421875,123.2421875,125,83,d21f6c7396c71387
gready-single-core,1,0.114485035,122.44140625,122.44140625,100,91,4c09f40d872a7135
gready-single-core,1,0.283209378,181.66796875,181.66796875,418,99,468257372d284ce4
gready-single-core,1,0.070539576,123.36328125,123.36328125,119,88,a17dfd0494602a84
gready-single-core,1,0.100606968,123.859375,123.859375,103,81,f8e58a49ef0b7617
gready-single-core,1,0.122007215,124.796875,124.796875,146,92,3f8e591f41bab529
gready-single-core,1,0.19345073,123.296875,123.296875,144,96,3d8e7d274cf42043
gready-single-core,1,0.140739806,125.16015625,125.16015625,266,84,cb9ea4a5c7b37170
gready-single-core,0,200.270955213,1296.91796875,783.6547111742424,300000,0,35b2e72e763befa8
gready-single-core,1,2.445488544,257.73828125,250.61328125,2829,102,cce84e8038e598a9
gready-single-core,1,0.143893413,246.08984375,246.08984375,148,98,69317cfb62c099eb
gready-single-core,1,3.340357455,291.921875,263.146875,5857,137,b4a3639e6a6b0ecb
gready-single-core,1,28.29736578,636.140625,361.02414772727275,51062,84,0beebda4ab47734e
gready-single-core,1,0.088590749,250.2578125,250.2578125,148,82,be679823f12850a1
gready-single-core,1,182.367072164,3977.48828125,1276.0632423642535,205999,178,b989e0366806bf94
gready-single-core,1,0.50375185,233.4140625,233.4140625,531,132,aba45d66b69035a2
gready-single-core,1,82.096944838,1228.02734375,442.76625504032256,125428,169,8bfa5c77f846a9e7
gready-single-core,1,9.438097168,438.44921875,307.86478365384613,6301,108,d7069f2b645a6357
gready-single-core,1,0.533557599,236.08203125,236.08203125,793,106,a4f14907f3c94151
gready-single-core,0,252.923967529,1904.078125,1041.154125,300000,0,e05806f3ff4626e6
gready-single-core,1,0.142156005,235.4140625,235.4140625,136,89,49cf585ca6f7844a
gready-single-core,1,0.149493281,82.78515625,82.78515625,189,101,7fab17fc0ccbff10
gready-single-core,1,0.214678879,235.5390625,235.5390625,172,101,9e2168f477043ccf
gready-single-core,1,3.451446211,169.25,112.98125,3986,139,c49b01cb03d2995a
gready-single-core,1,1.717386766,107.65625,105.15625,3620,90,2a7c1d563bf61ffb
gready-single-core,1,0.092652757,102.26171875,102.26171875,85,78,ab375a10e3cf8580
gready-single-core,1,4.352611853,182.3359375,127.8984375,5558,106,c5f22da3e62dc953
gready-single-core,1,59.016501751,1128.3828125,507.2046316964286,105790,102,9788eb09b548aa5d
gready-single-core,1,0.168585564,209.48828125,209.48828125,172,86,775e939f2d677df7
gready-single-core,1,0.130404736,208.9375,208.9375,135,89,8ba9fea586bf2ef3
gready-single-core,0,216.020430857,1252.875,692.9272300469484,300000,0,1881255abb1c15b1
gready-single-core,1,0.7633633,223.68359375,223.68359375,976,79,e9d78fa3d0f732ed
gready-single-core,1,0.925854179,227.46875,226.09375,999,115,0072c240134a2d12
gready-single-core,0,198.582428096,1606.40625,903.3705357142857,300000,0,899515b81c25b6cc
gready-single-core,0,308.35439363,2270.88671875,1201.195325307377,300000,0,bb05c78788310a6c
gready-single-core,0,148.014938099,908.046875,575.4924532312925,300000,0,50d7f38540ce3f94
gready-single-core,1,23.220514147,426.4609375,230.03761574074073,31675,124,e6235f3094156fce
gready-single-core,1,152.404815253,1800.67578125,597.2870412427326,291124,116,d3808e4563eafad0
gready-single-core,1,0.207409906,102.48046875,102.48046875,208,89,ffc1c38e76d64ae8
gready-single-core,1,0.503077029,102.01171875,102.01171875,381,93,bbbbe4f668f4090f
gready-single-core,1,0.203760235,102.4140625,102.4140625,129,85,d9636df5bf551e86
gready-single-core,1,1.560013536,110.578125,106.515625,1515,137,3079d33c6b65d874
gready-single-core,1,0.116959433,101.8515625,101.8515625,144,87,b7ccec61042223a4
gready-single-core,1,0.204600487,102.6328125,102.6328125,244,106,a3918711f56dd76e
gready-single-core,1,0.102289142,103.74609375,103.74609375,105,85,6c99fd02e72cefdc
gready-single-core,1,0.176609458,103.78515625,103.78515625,176,96,41341fee9ab38040
gready-single-core,1,1.065249087,106.375,105.875,2766,101,673915495bcba811
gready-single-core,1,0.089149528,104.078125,104.078125,111,90,20eaf73867088453
gready-single-core,1,0.386985957,103.78515625,103.78515625,598,87,bb92d86da38ff235
gready-single-core,1,0.130089307,103.71484375,103.71484375,94,78,de7f79ab41f62168
gready-single-core,1,0.664573568,102.1953125,102.1953125,502,107,8804521dc915f7b3
gready-single-core,0,225.79612174,1690.55078125,966.9402901785714,300000,0,75bc6102196fdeb7
gready-single-core,1,2.923620922,259.59765625,245.09765625,2947,153,77d0407630cbf415
gready-single-core,1,0.463341341,235.28125,235.28125,650,95,241b731aa8f0955a
gready-single-core,1,6.779790079,214.27734375,144.29817708333334,7280,96,0f6b91a52b342711
gready-single-core,1,0.243590327,121.64453125,121.64453125,455,89,03235ecad69a4a26
gready-single-core,1,0.432714155,121.12890625,121.12890625,448,106,b16bc55185b27289
gready-single-core,1,1.255480325,126.63671875,123.88671875,1472,141,33041b9484b5cfb5
gready-single-core,1,0.192255438,121.08203125,121.08203125,243,92,003da32a13ac48ce
gready-single-core,0,171.199019685,1317.21484375,745.9435202205882,300000,0,93b42c96978c4670
gready-single-core,1,145.81265024,1967.33203125,608.1122747315951,253424,129,6cf94d880fe9ead2
gready-single-core,1,0.484339636,181.21875,181.21875,454,111,7cf48b670bd9c5bc
gready-single-core,1,0.183617873,180.609375,180.609375,189,107,1b77cec315e3304c
gready-single-core,1,14.206756404,414.60546875,267.31141493055554,15461,128,36d6112bd8388b9d
gready-single-core,1,0.30649821,220.69921875,220.69921875,322,115,76646a77cfaa39dd
gready-single-core,1,1.096223454,227.19140625,224.37890625,2139,124,6e40a449b8f7d59d
gready-single-core,1,0.071530673,221.3515625,221.3515625,86,83,2f9c9004e26b1f6f
gready-single-core,1,33.637319578,732.2421875,384.35006009615387,59366,126,ac777b64ab087b2e
gready-single-core,0,208.213320525,1730.734375,975.4983313106796,300000,0,2871c4581648c211
gready-single-core,1,0.099827344,223.56640625,223.56640625,131,79,ca5878ffbd41fbf9
gready-single-core,1,4.810714149,272.0078125,244.21614583333334,5365,141,aadb84a9e5dcf318
gready-single-core,1,0.176271145,220.61328125,220.61328125,194,109,27fcdacca18aa075
gready-single-core,1,0.123791342,220.98828125,220.98828125,107,86,6fd603dddd03bc2a
gready-single-core,0,238.371523008,1145.140625,696.4282309322034,300000,0,99f52677012f6a4d
gready-single-core,1,0.121462502,209.015625,209.015625,112,92,27f51040fae892f6
gready-single-core,1,4.381896223,286.1484375,255.41927083333334,7273,107,16bc6b25d921d285
gready-single-core,1,1.068005363,216.82421875,213.63671875,1035,100,5a8ba6b81e0b12ce
gready-single-core,1,0.264510262,210.65625,210.65625,381,114,7d3214a3ba2cb434
gready-single-core,0,211.911927858,1312.23828125,756.2508410586124,300000,0,8df056409d724327
gready-single-core,0,154.752179409,896.5859375,536.4511335784314,300000,0,328c70b58b8927a4
gready-single-core,1,0.207433795,120.51171875,120.51171875,156,105,43ba98973a5bb875
gready-single-core,1,0.135544796,121.14453125,121.14453125,148,89,62b7356f3233654a
gready-single-core,1,32.398125076,441.9921875,256.15874565972223,54825,101,4957a897ec667942
gready-single-core,1,0.086301525,197.19140625,197.19140625,106,90,7b2c80c1be16dd06
gready-single-core,1,0.232234834,196.59375,196.59375,218,104,479d9b8d7b99946c
gready-single-core,1,0.207123646,198.55078125,198.55078125,256,109,5fcaf022b4a1cb1a
gready-single-core,1,19.947432345,383.90625,214.71223958333334,36026,122,f4407ae48cfaf35d
gready-single-core,1,0.340932115,99.015625,99.015625,408,96,77827e5f7278fb3f
gready-single-core,1,1.31968082,106.01171875,102.26171875,1522,129,96838580e2863039
gready-single-core,1,4.893495007,283.47265625,232.25279017857142,10315,88,1bbf8818708a1632
gready-single-core,1,0.261802515,197.8125,197.8125,379,110,86308fd67e303b1b
gready-single-core,1,0.16043704,197.93359375,197.93359375,185,96,bf93a36173b5afa4
gready-single-core,1,0.205761451,197.8125,197.8125,160,81,71d722fc1241d581
gready-single-core,1,124.524932906,1793.890625,608.7038952464789,193695,106,c1b858ad00c8a931
gready-single-core,1,0.125598977,229.09765625,229.09765625,148,85,aa4922ba31937733
gready-single-core,1,12.248769567,336.421875,176.14427083333334,14032,108,39d0ff75440f62c5
gready-single-core,0,160.722477465,1193.79296875,710.0563335298742,300000,0,d001fb2c0984995a
gready-single-core,1,0.166470954,209.515625,209.515625,181,76,ed396a92b47b2386
gready-single-core,1,0.787917121,210.4296875,210.4296875,952,97,db4cd80a303d6377
gready-single-core,1,0.114372827,210.47265625,210.47265625,151,89,7bc328ba61bc977a
gready-single-core,1,3.844043273,273.81640625,248.96640625,4525,147,f1f545372aeb52ab
gready-single-core,1,0.357518668,210.015625,210.015625,364,90,e27d2e29e1cb6bc4
gready-single-core,1,0.170905895,210.140625,210.140625,103,89,cc5186a97240c431
gready-single-core,1,3.384260508,242.72265625,236.19140625,7538,114,9de07163837e0d62
gready-single-core,1,133.826586372,2463.6875,929.3926733993902,160372,136,352ab319416b0f57
gready-single-core,1,7.787920842,380.32421875,225.64921875,10487,139,dde29fade167cfb5
gready-single-core,1,13.101950948,412.25,249.672119140625,15263,118,fc2fdda766661dec
gready-single-core,0,192.831374452,1503.1796875,867.8415296052632,300000,0,662be1325433089f
gready-single-core,0,220.612767817,1678.19140625,950.2103282683486,300000,0,eaa6e8a6f9f3888f
gready-single-core,1,69.972424165,1976.51953125,676.9548311781609,56021,170,2f5bf1cc1d14aaa6
gready-single-core,1,0.09231066,235.94921875,235.94921875,68,66,09a98bf23eb098fa
gready-single-core,1,0.171052258,235.34375,235.34375,208,102,e73e228110740ffb
gready-single-core,1,12.485063498,349.8515625,269.0033482142857,18187,92,1b2d3bd97c87ed96
gready-single-core,1,0.138930623,237.1796875,237.1796875,170,91,5bb4671e91e0d88b
gready-single-core,1,97.698308436,1371.8203125,557.1447423986486,147918,104,664f7ac62c951271
gready-single-core,1,5.008982284,290.44140625,249.98716517857142,6717,102,e236b8da859c75f3
gready-single-core,0,207.855689369,1681.2109375,905.7030106707317,300000,0,5c56250cce5579ec
gready-single-core,1,0.14088628,225.296875,225.296875,114,79,fed8da40f1a975f5
gready-single-core,1,1.673247387,241.44140625,231.94140625,5686,105,c6e9a8b22457e7ce
gready-single-core,1,0.100549441,224.8828125,224.8828125,96,81,9d3b10cb98aea8a7
gready-single-core,1,0.188666977,224.19140625,224.19140625,202,107,d71eea1a7f125621
gready-single-core,1,6.290080145,294.19140625,229.09765625,7994,137,f0ded7ff72d5f212
gready-single-core,1,1.230201302,203.3828125,200.8203125,2447,122,b93dc1e3d191a142
gready-single-core,1,0.541994363,199.3125,199.3125,1284,127,da4146d118646d25
gready-single-core,1,0.106840317,199.21875,199.21875,106,81,f6c96f5e547d10fe
gready-single-core,1,121.18133996,2211.2734375,780.1619220890411,153659,172,f5995f3c05a9a5c8
gready-single-core,1,0.175422847,166.2109375,166.2109375,186,104,575fd2dc1976bc84
gready-single-core,1,0.239489166,166.81640625,166.81640625,183,88,5bfe6ff715c7cefd
gready-single-core,1,0.505485695,166.671875,166.671875,627,112,d87136dda2af970c
gready-single-core,1,0.728611772,166.828125,166.828125,896,126,9fd017d6c6d3f70d
gready-single-core,1,2.11085278,213.16796875,183.54296875,1894,109,c432306da9f1ffde
gready-single-core,0,232.982123503,1473.76171875,841.7584578804348,300000,0,1f8e7efd5242df97
gready-single-core,1,1.115841738,184.51953125,181.33203125,1264,99,46c83b9905952a1f
gready-single-core,1,2.158281914,193.10546875,187.14713541666666,2773,103,4e4578b5d97d3c73
gready-single-core,1,0.104717337,182.41015625,182.41015625,136,90,668a12dc1933650a
gready-single-core,0,273.405188629,2189.4296875,1272.9898726851852,300000,0,c0cd3b1dfb062381
gready-single-core,1,14.28959926,465.55859375,289.5775082236842,11883,100,a755b029f17abfde
gready-single-core,1,8.204316972,237.3671875,136.2325994318182,7411,147,3bacf52f1fa281a7
gready-single-core,1,0.809559602,226.58984375,226.58984375,2070,99,d45f9f9f9749d92b
gready-single-core,1,0.148312383,80.17578125,80.17578125,139,96,301d07c37094af2f
gready-single-core,1,0.116643158,80.953125,80.953125,110,86,77f075934b89783e
gready-single-core,1,1.022691604,230.140625,228.328125,2028,121,9d9ec5d1a4122b26
gready-single-core,1,0.144496086,80.953125,80.953125,231,85,438975af12be9d84
gready-single-core,1,0.377234698,82.78515625,82.78515625,409,98,3c44921bcea27d4e
gready-single-core,1,0.520780032,226.46875,226.46875,579,100,be3dd91a486b0211
gready-single-core,1,0.089768827,85.21484375,85.21484375,103,93,5a090e6c66576214
gready-single-core,0,134.017229263,1161.27734375,687.3431332236842,300000,0,1c3616c7f0e99896
gready-single-core,1,0.322297281,235.71875,235.71875,423,107,4735985fd6aab392
gready-single-core,1,0.135412301,236.22265625,236.22265625,116,93,b4d9f3544cad4dff
gready-single-core,1,0.254778745,235.7578125,235.7578125,273,120,b5871deb05956936
gready-single-core,0,101.793036763,1063.38671875,624.7134514232673,300000,0,6af4bfb58b902a9b
gready-single-core,1,0.116421299,166.171875,166.171875,103,86,8abe1c73b628e996
gready-single-core,1,0.171822059,166.171875,166.171875,131,86,f5c783af6af6b474
gready-single-core,1,0.784163303,166.6171875,166.6171875,1408,106,eba4c7144dce2026
gready-single-core,1,1.848089734,182.7578125,174.0078125,2873,135,fdfe9e013a1be138
gready-single-core,1,26.727241416,618.0859375,350.7171118951613,27897,125,46b6298d903acbfe
gready-single-core,1,4.310957609,225.96875,186.53125,5374,125,c67c5327781f51ba
gready-single-core,1,8.501737169,278.06640625,208.48970170454547,13495,145,d5220d198a53e547
gready-single-core,1,1.087624681,173.2265625,170.5390625,982,128,af9472e6d36d764e
gready-single-core,1,27.291526879,635.86328125,309.8176700367647,27141,98,7c7ac7ba7328e3f2
gready-single-core,1,0.531195177,161.859375,161.859375,539,93,bbbe237d4841f5f9
gready-single-core,1,0.170061816,162.12109375,162.12109375,169,89,fb95975e6bbbc7dd
gready-single-core,1,7.195911923,267.24609375,189.30164930555554,10466,104,c3e585f480d21165
gready-single-core,1,0.247221625,167.859375,167.859375,297,93,7bbe1e9a86e11379
gready-single-core,1,0.283146256,168.5859375,168.5859375,413,112,4e3b6e394040def2
gready-single-core,0,229.592523514,1562.06640625,918.9562740914097,300000,0,ad56421fc91b8497
gready-single-core,1,0.290002667,221.30078125,221.30078125,300,89,474639e671720cf6
gready-single-core,1,0.134306584,225.02734375,225.02734375,81,74,4c8b0da2c898ffd6
